id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
32532,2,MissedShots,0.8383500175476074,0.22718000564575191,0.0423817001283168,Gareth Bale,h,2251,DirectFreekick,2014,LeftFoot,5834,Real Madrid,Cordoba,2,0,2014-08-25 19:00:00,,Standard
32550,81,SavedShot,1.0798500175476076,0.3145,0.1343580037355423,Gareth Bale,h,2251,OpenPlay,2014,Head,5834,Real Madrid,Cordoba,2,0,2014-08-25 19:00:00,Cristiano Ronaldo,Cross
32677,10,Goal,0.9947499999999999,0.3233800056457519,0.1455689966678619,Gareth Bale,a,2251,OpenPlay,2014,LeftFoot,5844,Real Sociedad,Real Madrid,4,2,2014-08-31 20:00:00,Luka Modric,TakeOn
32696,68,BlockedShot,0.9372499999999999,0.18944000282287599,0.0204990003257989,Gareth Bale,a,2251,OpenPlay,2014,LeftFoot,5844,Real Sociedad,Real Madrid,4,2,2014-08-31 20:00:00,,Rebound
32697,72,BlockedShot,0.8717000350952148,0.27453998870849605,0.0666711032390594,Gareth Bale,a,2251,DirectFreekick,2014,LeftFoot,5844,Real Sociedad,Real Madrid,4,2,2014-08-31 20:00:00,,Standard
32916,22,SavedShot,0.8889500350952148,0.3145,0.0892044976353645,Gareth Bale,h,2251,DirectFreekick,2014,LeftFoot,5789,Real Madrid,Atletico Madrid,1,2,2014-09-13 19:00:00,,Standard
32928,59,SavedShot,1.0327000350952147,0.35741999435424804,0.1048770025372505,Gareth Bale,h,2251,OpenPlay,2014,Head,5789,Real Madrid,Atletico Madrid,1,2,2014-09-13 19:00:00,James Rodríguez,Cross
33406,15,SavedShot,1.0602999649047853,0.31301999435424804,0.3998309969902038,Gareth Bale,a,2251,OpenPlay,2014,LeftFoot,5797,Deportivo La Coruna,Real Madrid,2,8,2014-09-20 15:00:00,Karim Benzema,Rebound
33423,62,SavedShot,0.8142000350952148,0.5254,0.0220309998840093,Gareth Bale,a,2251,OpenPlay,2014,LeftFoot,5797,Deportivo La Coruna,Real Madrid,2,8,2014-09-20 15:00:00,Asier Illarramendi,Pass
33425,65,Goal,1.0384500350952148,0.46916001129150386,0.1348419934511184,Gareth Bale,a,2251,OpenPlay,2014,LeftFoot,5797,Deportivo La Coruna,Real Madrid,2,8,2014-09-20 15:00:00,Marcelo,Throughball
33429,73,Goal,1.031549964904785,0.4588,0.4657639861106872,Gareth Bale,a,2251,OpenPlay,2014,LeftFoot,5797,Deportivo La Coruna,Real Madrid,2,8,2014-09-20 15:00:00,Isco,Throughball
33099,19,Goal,1.0361499824523923,0.30931999435424806,0.0595139004290103,Gareth Bale,h,2251,OpenPlay,2014,Head,5806,Real Madrid,Elche,5,1,2014-09-23 19:00:00,James Rodríguez,Cross
33108,47,MissedShots,1.0234999999999999,0.31893998870849605,0.0415299013257026,Gareth Bale,h,2251,OpenPlay,2014,Head,5806,Real Madrid,Elche,5,1,2014-09-23 19:00:00,Daniel Carvajal,Cross
33122,86,BlockedShot,0.8751499824523925,0.32041999435424806,0.0417101010680198,Gareth Bale,h,2251,OpenPlay,2014,LeftFoot,5806,Real Madrid,Elche,5,1,2014-09-23 19:00:00,Toni Kroos,Pass
33379,54,MissedShots,0.84525,0.372219994354248,0.0235491003841161,Gareth Bale,a,2251,OpenPlay,2014,LeftFoot,5817,Villarreal,Real Madrid,0,2,2014-09-27 15:00:00,Cristiano Ronaldo,Pass
34424,36,MissedShots,0.9062000350952149,0.21978000564575192,0.0277846008539199,Gareth Bale,h,2251,OpenPlay,2014,LeftFoot,5763,Real Madrid,Athletic Club,5,0,2014-10-05 20:00:00,Luka Modric,Pass
34427,49,MissedShots,1.0051000175476072,0.3145,0.1206509992480278,Gareth Bale,h,2251,OpenPlay,2014,LeftFoot,5763,Real Madrid,Athletic Club,5,0,2014-10-05 20:00:00,Cristiano Ronaldo,Pass
34429,55,MissedShots,0.9292000350952148,0.27676001129150385,0.0469315014779567,Gareth Bale,h,2251,OpenPlay,2014,LeftFoot,5763,Real Madrid,Athletic Club,5,0,2014-10-05 20:00:00,James Rodríguez,Pass
34431,59,SavedShot,0.9418500175476073,0.3048800056457519,0.0752677991986274,Gareth Bale,h,2251,OpenPlay,2014,LeftFoot,5763,Real Madrid,Athletic Club,5,0,2014-10-05 20:00:00,Cristiano Ronaldo,Pass
34439,79,SavedShot,1.0993999824523926,0.26566001129150385,0.3581930100917816,Gareth Bale,h,2251,OpenPlay,2014,LeftFoot,5763,Real Madrid,Athletic Club,5,0,2014-10-05 20:00:00,Daniel Carvajal,Pass
34441,83,SavedShot,0.9947499999999999,0.3996,0.1090139970183372,Gareth Bale,h,2251,OpenPlay,2014,LeftFoot,5763,Real Madrid,Athletic Club,5,0,2014-10-05 20:00:00,Marcelo,Cross
34769,8,Goal,1.0993999824523926,0.36186001129150386,0.6712390184402466,Gareth Bale,h,2251,OpenPlay,2014,LeftFoot,5728,Real Madrid,Rayo Vallecano,5,1,2014-11-08 19:00:00,Toni Kroos,Pass
