id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
169246,21,Goal,1.112049964904785,0.3293,0.6022040247917175,Maxi Gómez,h,6124,OpenPlay,2017,RightFoot,7881,Celta Vigo,Real Sociedad,2,3,2017-08-19 17:15:00,Daniel Wass,None
169255,44,BlockedShot,1.0223500175476072,0.386280005645752,0.0869866013526916,Maxi Gómez,h,6124,OpenPlay,2017,LeftFoot,7881,Celta Vigo,Real Sociedad,2,3,2017-08-19 17:15:00,Pione Sisto,Cross
169258,49,Goal,1.0614500350952147,0.41958000564575193,0.1740970015525818,Maxi Gómez,h,6124,FromCorner,2017,RightFoot,7881,Celta Vigo,Real Sociedad,2,3,2017-08-19 17:15:00,Cabral,Aerial
169400,9,MissedShots,1.0051000175476072,0.4299399887084961,0.0237035993486642,Maxi Gómez,a,6124,FromCorner,2017,Head,7890,Real Betis,Celta Vigo,2,1,2017-08-25 21:00:00,Daniel Wass,Cross
169418,91,MissedShots,1.127,0.22421999435424805,0.0482660010457038,Maxi Gómez,a,6124,OpenPlay,2017,RightFoot,7890,Real Betis,Celta Vigo,2,1,2017-08-25 21:00:00,Iago Aspas,Pass
169636,0,BlockedShot,1.0465,0.24716001129150392,0.1134039983153343,Maxi Gómez,h,6124,OpenPlay,2017,RightFoot,7902,Celta Vigo,Alaves,1,0,2017-09-10 17:30:00,Iago Aspas,Throughball
169638,7,BlockedShot,1.0039500350952149,0.37443998870849604,0.0248959995806217,Maxi Gómez,h,6124,OpenPlay,2017,Head,7902,Celta Vigo,Alaves,1,0,2017-09-10 17:30:00,Hugo Mallo,Foul
169641,15,BlockedShot,1.0533999824523923,0.35371999435424806,0.0803780034184455,Maxi Gómez,h,6124,SetPiece,2017,RightFoot,7902,Celta Vigo,Alaves,1,0,2017-09-10 17:30:00,Fontàs,None
169649,33,Goal,1.1143500175476075,0.35371999435424806,0.6533989906311035,Maxi Gómez,h,6124,OpenPlay,2017,Head,7902,Celta Vigo,Alaves,1,0,2017-09-10 17:30:00,Pione Sisto,Cross
169657,69,BlockedShot,0.9809500350952147,0.235319994354248,0.0569867007434368,Maxi Gómez,h,6124,OpenPlay,2017,RightFoot,7902,Celta Vigo,Alaves,1,0,2017-09-10 17:30:00,Daniel Wass,Pass
169659,77,SavedShot,1.01775,0.26861999435424805,0.0667048022150993,Maxi Gómez,h,6124,OpenPlay,2017,RightFoot,7902,Celta Vigo,Alaves,1,0,2017-09-10 17:30:00,Daniel Wass,HeadPass
169925,84,BlockedShot,0.9372499999999999,0.3522399887084961,0.035284798592329,Maxi Gómez,a,6124,OpenPlay,2017,RightFoot,7913,Espanyol,Celta Vigo,2,1,2017-09-18 20:00:00,Pablo Hernández,HeadPass
170156,24,Goal,1.0269500350952148,0.33078000564575194,0.3640049993991852,Maxi Gómez,h,6124,OpenPlay,2017,RightFoot,7923,Celta Vigo,Getafe,1,1,2017-09-21 20:00:00,Hugo Mallo,HeadPass
170450,61,BlockedShot,1.0717999649047854,0.3692600112915039,0.1499799937009811,Maxi Gómez,a,6124,OpenPlay,2017,RightFoot,7934,Eibar,Celta Vigo,0,4,2017-09-24 17:30:00,Daniel Wass,Rebound
170986,5,MissedShots,1.0890499649047851,0.40330000000000005,0.1525010019540786,Maxi Gómez,h,6124,OpenPlay,2017,OtherBodyPart,7944,Celta Vigo,Girona,3,3,2017-09-29 20:00:00,Iago Aspas,Cross
170992,15,Goal,0.9648500175476074,0.35519999999999996,0.0651374980807304,Maxi Gómez,h,6124,OpenPlay,2017,RightFoot,7944,Celta Vigo,Girona,3,3,2017-09-29 20:00:00,Jozabed,Chipped
170998,40,MissedShots,0.8326000175476074,0.34040000000000004,0.022156499326229,Maxi Gómez,h,6124,OpenPlay,2017,RightFoot,7944,Celta Vigo,Girona,3,3,2017-09-29 20:00:00,Sergi Gómez,Pass
171003,69,SavedShot,1.117799964904785,0.4121800056457519,0.598779022693634,Maxi Gómez,h,6124,FromCorner,2017,LeftFoot,7944,Celta Vigo,Girona,3,3,2017-09-29 20:00:00,,Rebound
171145,76,BlockedShot,1.0327000350952147,0.4151399887084961,0.0809957012534141,Maxi Gómez,h,6124,OpenPlay,2017,RightFoot,7967,Celta Vigo,Atletico Madrid,0,1,2017-10-23 01:15:00,Pione Sisto,Chipped
171148,85,MissedShots,1.0660499649047852,0.32263998870849603,0.0431234017014503,Maxi Gómez,h,6124,OpenPlay,2017,Head,7967,Celta Vigo,Atletico Madrid,0,1,2017-10-23 01:15:00,Emre Mor,Aerial
