id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
32985,6,MissedShots,1.025799964904785,0.3145,0.0712063014507293,Gerard Moreno,a,2120,OpenPlay,2014,LeftFoot,5794,Granada,Villarreal,0,0,2014-09-14 20:00:00,Moi Gómez,Cross
33176,70,Goal,1.0154500350952147,0.20350000000000001,0.0304489992558956,Gerard Moreno,a,2120,OpenPlay,2014,LeftFoot,5808,Eibar,Villarreal,1,1,2014-09-24 19:00:00,Bruno,Pass
33177,77,MissedShots,1.0407499999999998,0.4869200225830078,0.0797057971358299,Gerard Moreno,a,2120,OpenPlay,2014,LeftFoot,5808,Eibar,Villarreal,1,1,2014-09-24 19:00:00,Denis Cheryshev,Pass
35151,42,Goal,1.0775499649047853,0.4588,0.117585003376007,Gerard Moreno,h,2120,OpenPlay,2014,LeftFoot,5743,Villarreal,Getafe,2,1,2014-11-23 20:00:00,Denis Cheryshev,Pass
35813,45,SavedShot,0.9786499824523925,0.3692600112915039,0.357107013463974,Gerard Moreno,a,2120,OpenPlay,2014,LeftFoot,5752,Cordoba,Villarreal,0,2,2014-11-30 18:00:00,Denis Cheryshev,Throughball
34030,91,BlockedShot,0.9867000350952148,0.27528000564575195,0.0620273984968662,Gerard Moreno,h,2120,OpenPlay,2014,LeftFoot,5693,Villarreal,Real Sociedad,4,0,2014-12-07 18:00:00,Moi Gómez,HeadPass
41060,19,SavedShot,0.9958999824523925,0.2641800056457519,0.0850206986069679,Gerard Moreno,h,2120,OpenPlay,2014,LeftFoot,5610,Villarreal,Granada,2,0,2015-02-07 17:00:00,Joel Campbell,Pass
41071,75,SavedShot,1.012,0.3455800056457519,0.1061049997806549,Gerard Moreno,h,2120,SetPiece,2014,LeftFoot,5610,Villarreal,Granada,2,0,2015-02-07 17:00:00,Giovani dos Santos,Pass
41076,91,Goal,1.0614500350952147,0.3115399887084961,0.4718959927558899,Gerard Moreno,h,2120,OpenPlay,2014,LeftFoot,5610,Villarreal,Granada,2,0,2015-02-07 17:00:00,Denis Cheryshev,Pass
40901,21,MissedShots,1.0073999824523925,0.3515,0.0216962005943059,Gerard Moreno,a,2120,OpenPlay,2014,Head,5625,Rayo Vallecano,Villarreal,2,0,2015-02-15 18:00:00,Joel Campbell,Aerial
39897,13,SavedShot,1.0327000350952147,0.4995,0.0641103982925415,Gerard Moreno,h,2120,OpenPlay,2014,LeftFoot,5635,Villarreal,Eibar,1,0,2015-02-22 18:00:00,Moi Gómez,HeadPass
39898,15,MissedShots,1.0913500175476074,0.3892399887084961,0.5547829866409302,Gerard Moreno,h,2120,OpenPlay,2014,LeftFoot,5635,Villarreal,Eibar,1,0,2015-02-22 18:00:00,Joel Campbell,Cross
39903,29,BlockedShot,1.058,0.3663,0.1368959993124008,Gerard Moreno,h,2120,OpenPlay,2014,Head,5635,Villarreal,Eibar,1,0,2015-02-22 18:00:00,Giovani dos Santos,Cross
39912,65,MissedShots,1.058,0.3766600112915039,0.1389199942350387,Gerard Moreno,h,2120,OpenPlay,2014,Head,5635,Villarreal,Eibar,1,0,2015-02-22 18:00:00,Antonio Rukavina,Cross
39596,11,SavedShot,1.05225,0.3522399887084961,0.4729529917240143,Gerard Moreno,a,2120,FromCorner,2014,LeftFoot,5569,Real Madrid,Villarreal,1,1,2015-03-01 20:00:00,Sergio Marcos,Throughball
39615,63,Goal,0.9694500350952148,0.3766600112915039,0.0605214014649391,Gerard Moreno,a,2120,OpenPlay,2014,LeftFoot,5569,Real Madrid,Villarreal,1,1,2015-03-01 20:00:00,,None
40009,7,SavedShot,1.0303999824523924,0.468419994354248,0.0850424990057945,Gerard Moreno,h,2120,OpenPlay,2014,LeftFoot,5578,Villarreal,Celta Vigo,4,1,2015-03-08 18:00:00,Jaume Costa,Pass
40032,83,Goal,0.9889999999999999,0.3692600112915039,0.4804660081863403,Gerard Moreno,h,2120,OpenPlay,2014,LeftFoot,5578,Villarreal,Celta Vigo,4,1,2015-03-08 18:00:00,Tomás Pina,Throughball
39654,7,MissedShots,1.1132000350952147,0.49062002258300785,0.0137218004092574,Gerard Moreno,a,2120,FromCorner,2014,Head,5586,Almeria,Villarreal,0,0,2015-03-15 11:00:00,Moi Gómez,Cross
39660,25,SavedShot,0.8728500175476073,0.2974800056457519,0.0254024006426334,Gerard Moreno,a,2120,OpenPlay,2014,LeftFoot,5586,Almeria,Villarreal,0,0,2015-03-15 11:00:00,Antonio Rukavina,Pass
39669,53,BlockedShot,1.031549964904785,0.38701999435424805,0.1319359987974167,Gerard Moreno,a,2120,OpenPlay,2014,RightFoot,5586,Almeria,Villarreal,0,0,2015-03-15 11:00:00,Moi Gómez,Pass
39679,92,SavedShot,0.9993500175476074,0.193140002822876,0.0803544968366622,Gerard Moreno,a,2120,OpenPlay,2014,LeftFoot,5586,Almeria,Villarreal,0,0,2015-03-15 11:00:00,Denis Cheryshev,Chipped
39548,25,SavedShot,0.8808999824523924,0.25678000564575193,0.0241113007068634,Gerard Moreno,h,2120,OpenPlay,2014,LeftFoot,5598,Villarreal,Sevilla,0,2,2015-03-22 16:00:00,Moi Gómez,Pass
39560,43,MissedShots,1.1108999824523924,0.2841600112915039,0.1198450028896331,Gerard Moreno,h,2120,OpenPlay,2014,RightFoot,5598,Villarreal,Sevilla,0,2,2015-03-22 16:00:00,Giovani dos Santos,TakeOn
39566,72,SavedShot,1.049950035095215,0.31893998870849605,0.0496268011629581,Gerard Moreno,h,2120,OpenPlay,2014,Head,5598,Villarreal,Sevilla,0,2,2015-03-22 16:00:00,Manu Trigueros,Aerial
39570,86,BlockedShot,0.9774999999999999,0.3433600112915039,0.05945960059762,Gerard Moreno,h,2120,OpenPlay,2014,RightFoot,5598,Villarreal,Sevilla,0,2,2015-03-22 16:00:00,,None
40128,25,MissedShots,0.9050499649047851,0.3115399887084961,0.0308453999459743,Gerard Moreno,a,2120,OpenPlay,2014,RightFoot,5511,Valencia,Villarreal,0,0,2015-04-05 16:00:00,Joel Campbell,Pass
39106,42,MissedShots,0.8866499824523925,0.28563998870849605,0.0233941003680229,Gerard Moreno,a,2120,OpenPlay,2014,LeftFoot,5530,Getafe,Villarreal,1,1,2015-04-12 11:00:00,Antonio Rukavina,TakeOn
39316,9,BlockedShot,0.882049964904785,0.43068000564575193,0.0230208002030849,Gerard Moreno,h,2120,OpenPlay,2014,LeftFoot,5542,Villarreal,Cordoba,0,0,2015-04-19 18:00:00,,None
39321,22,ShotOnPost,0.9050499649047851,0.25456001129150385,0.0264059994369745,Gerard Moreno,h,2120,OpenPlay,2014,LeftFoot,5542,Villarreal,Cordoba,0,0,2015-04-19 18:00:00,Mario,Pass
39334,58,MissedShots,0.979799964904785,0.4972799774169922,0.0500694997608661,Gerard Moreno,h,2120,OpenPlay,2014,LeftFoot,5542,Villarreal,Cordoba,0,0,2015-04-19 18:00:00,Denis Cheryshev,Pass
39343,85,MissedShots,1.1086000175476074,0.5091200225830078,0.0483911000192165,Gerard Moreno,h,2120,OpenPlay,2014,LeftFoot,5542,Villarreal,Cordoba,0,0,2015-04-19 18:00:00,Joel Campbell,Chipped
39347,87,MissedShots,1.0902000350952146,0.37443998870849604,0.1068399995565414,Gerard Moreno,h,2120,FromCorner,2014,Head,5542,Villarreal,Cordoba,0,0,2015-04-19 18:00:00,,Aerial
36058,41,MissedShots,1.0971000175476076,0.39071999435424803,0.2650299966335296,Gerard Moreno,a,2120,FromCorner,2014,OtherBodyPart,5549,Real Sociedad,Villarreal,0,0,2015-04-25 21:00:00,,None
36508,33,BlockedShot,1.100549964904785,0.31893998870849605,0.1246429979801178,Gerard Moreno,h,2120,SetPiece,2014,RightFoot,5562,Villarreal,Atletico Madrid,0,1,2015-04-29 21:00:00,,Rebound
37003,42,BlockedShot,1.06375,0.25678000564575193,0.1014240011572837,Gerard Moreno,a,2120,OpenPlay,2014,LeftFoot,5469,Deportivo La Coruna,Villarreal,1,1,2015-05-02 21:00:00,,TakeOn
37353,72,SavedShot,1.0533999824523923,0.23088000564575192,0.0715169981122016,Gerard Moreno,h,2120,OpenPlay,2014,RightFoot,5481,Villarreal,Elche,1,0,2015-05-10 16:00:00,Luciano Vietto,Pass
36296,81,Goal,1.0672000350952149,0.383319994354248,0.5471090078353882,Gerard Moreno,h,2120,OpenPlay,2014,LeftFoot,5485,Villarreal,Malaga,2,1,2015-05-17 18:00:00,,None
36298,86,Goal,0.956799964904785,0.3774,0.3704279959201813,Gerard Moreno,h,2120,OpenPlay,2014,LeftFoot,5485,Villarreal,Malaga,2,1,2015-05-17 18:00:00,,BallRecovery
36794,41,SavedShot,1.0568500175476074,0.3692600112915039,0.3401769995689392,Gerard Moreno,a,2120,OpenPlay,2014,Head,5498,Athletic Club,Villarreal,4,0,2015-05-23 17:30:00,Joel Campbell,Cross
36799,44,BlockedShot,0.9717499999999999,0.242719994354248,0.0392032004892826,Gerard Moreno,a,2120,OpenPlay,2014,LeftFoot,5498,Athletic Club,Villarreal,4,0,2015-05-23 17:30:00,Joel Campbell,Pass
84109,83,BlockedShot,1.0465,0.2701,0.1950889974832534,Gerard Moreno,h,2120,OpenPlay,2015,LeftFoot,1401,Espanyol,Getafe,1,0,2015-08-22 20:30:00,Burgui,TakeOn
84373,61,SavedShot,1.0672000350952149,0.2804600112915039,0.2921090126037597,Gerard Moreno,a,2120,OpenPlay,2015,RightFoot,1409,Villarreal,Espanyol,3,1,2015-08-28 22:30:00,Víctor Álvarez,Cross
84605,30,MissedShots,1.0511000175476073,0.394419994354248,0.122648999094963,Gerard Moreno,h,2120,OpenPlay,2015,Head,1420,Espanyol,Real Madrid,0,6,2015-09-12 18:00:00,Anaitz Arbilla,Cross
84608,34,BlockedShot,1.0188999824523925,0.21089999999999998,0.0450614988803863,Gerard Moreno,h,2120,OpenPlay,2015,RightFoot,1420,Espanyol,Real Madrid,0,6,2015-09-12 18:00:00,Felipe Caicedo,Pass
84611,43,MissedShots,0.9889999999999999,0.5327999999999999,0.0317331999540329,Gerard Moreno,h,2120,OpenPlay,2015,LeftFoot,1420,Espanyol,Real Madrid,0,6,2015-09-12 18:00:00,Víctor Álvarez,Pass
84620,71,SavedShot,1.0660499649047852,0.3478,0.3565230071544647,Gerard Moreno,h,2120,OpenPlay,2015,Head,1420,Espanyol,Real Madrid,0,6,2015-09-12 18:00:00,Paco Montañés,Cross
85751,36,BlockedShot,1.01775,0.4869200225830078,0.056962601840496,Gerard Moreno,a,2120,OpenPlay,2015,LeftFoot,1433,Real Sociedad,Espanyol,2,3,2015-09-20 00:00:00,Víctor Sánchez,Rebound
85753,43,Goal,1.01775,0.37,0.7432780265808105,Gerard Moreno,a,2120,Penalty,2015,LeftFoot,1433,Real Sociedad,Espanyol,2,3,2015-09-20 00:00:00,,Standard
85759,57,SavedShot,0.9452999649047851,0.24568000564575193,0.0340940989553928,Gerard Moreno,a,2120,OpenPlay,2015,LeftFoot,1433,Real Sociedad,Espanyol,2,3,2015-09-20 00:00:00,Hernán Pérez,Pass
85765,74,BlockedShot,1.0602999649047853,0.372219994354248,0.1529220044612884,Gerard Moreno,a,2120,OpenPlay,2015,LeftFoot,1433,Real Sociedad,Espanyol,2,3,2015-09-20 00:00:00,,Rebound
85198,91,BlockedShot,1.0005,0.2516,0.0675560012459755,Gerard Moreno,h,2120,OpenPlay,2015,LeftFoot,1439,Espanyol,Valencia,1,0,2015-09-22 22:00:00,Hernán Pérez,Pass
84902,55,MissedShots,1.0269500350952148,0.39811999435424805,0.0461358018219471,Gerard Moreno,a,2120,OpenPlay,2015,Head,1456,Deportivo La Coruna,Espanyol,3,0,2015-09-27 18:00:00,Rubén Duarte,Aerial
84904,58,SavedShot,0.8981499824523925,0.19684000282287592,0.0180459003895521,Gerard Moreno,a,2120,OpenPlay,2015,LeftFoot,1456,Deportivo La Coruna,Espanyol,3,0,2015-09-27 18:00:00,Hernán Pérez,Pass
84907,64,BlockedShot,1.0533999824523923,0.202019994354248,0.03653309866786,Gerard Moreno,a,2120,OpenPlay,2015,RightFoot,1456,Deportivo La Coruna,Espanyol,3,0,2015-09-27 18:00:00,Hernán Pérez,TakeOn
85554,68,SavedShot,1.0545499649047851,0.40330000000000005,0.0935065001249313,Gerard Moreno,h,2120,FromCorner,2015,Head,1462,Espanyol,Sporting Gijon,1,2,2015-10-03 22:30:00,Víctor Sánchez,Cross
88313,84,MissedShots,0.8981499824523925,0.3145,0.029526000842452,Gerard Moreno,a,2120,OpenPlay,2015,LeftFoot,1521,Atletico Madrid,Espanyol,1,0,2015-11-28 21:15:00,,Rebound
87255,55,Goal,1.1350499649047852,0.4240199943542481,0.6356359720230103,Gerard Moreno,h,2120,OpenPlay,2015,LeftFoot,1538,Espanyol,Levante,1,1,2015-12-07 23:30:00,Víctor Sánchez,Pass
87262,86,BlockedShot,0.9383999824523925,0.40921999435424805,0.0520660988986492,Gerard Moreno,h,2120,OpenPlay,2015,LeftFoot,1538,Espanyol,Levante,1,1,2015-12-07 23:30:00,,None
87555,46,BlockedShot,0.91425,0.4240199943542481,0.0357233993709087,Gerard Moreno,h,2120,OpenPlay,2015,LeftFoot,1550,Espanyol,Las Palmas,1,0,2015-12-19 21:15:00,Marco Asensio,Pass
87559,53,MissedShots,1.0660499649047852,0.27749999999999997,0.0291173998266458,Gerard Moreno,h,2120,FromCorner,2015,Head,1550,Espanyol,Las Palmas,1,0,2015-12-19 21:15:00,Marco Asensio,Cross
87080,86,MissedShots,0.9349500350952147,0.3922,0.0578413009643554,Gerard Moreno,a,2120,OpenPlay,2015,LeftFoot,1561,Sevilla,Espanyol,2,0,2015-12-30 21:15:00,Burgui,Pass
88162,69,BlockedShot,1.0005,0.49136001129150386,0.048173401504755,Gerard Moreno,h,2120,OpenPlay,2015,LeftFoot,1568,Espanyol,Barcelona,0,0,2016-01-02 19:00:00,Felipe Caicedo,Pass
89006,39,Goal,1.0844500350952146,0.3951600112915039,0.5071970224380493,Gerard Moreno,h,2120,OpenPlay,2015,LeftFoot,1600,Espanyol,Villarreal,2,2,2016-01-23 21:15:00,Burgui,Cross
89009,52,SavedShot,0.8567499999999999,0.2789800056457519,0.0273592993617057,Gerard Moreno,h,2120,OpenPlay,2015,LeftFoot,1600,Espanyol,Villarreal,2,2,2016-01-23 21:15:00,Marco Asensio,Pass
89016,72,MissedShots,1.0453500175476074,0.5372399887084961,0.0515523999929428,Gerard Moreno,h,2120,OpenPlay,2015,LeftFoot,1600,Espanyol,Villarreal,2,2,2016-01-23 21:15:00,,Rebound
89696,45,MissedShots,0.8901000175476074,0.3470600112915038,0.0409615002572536,Gerard Moreno,a,2120,OpenPlay,2015,LeftFoot,1631,Valencia,Espanyol,2,1,2016-02-13 23:30:00,Abraham,TakeOn
89698,50,BlockedShot,1.0246499824523925,0.32041999435424806,0.0806121975183487,Gerard Moreno,a,2120,OpenPlay,2015,RightFoot,1631,Valencia,Espanyol,2,1,2016-02-13 23:30:00,Marco Asensio,Cross
89714,81,MissedShots,1.0683500175476075,0.3951600112915039,0.137596994638443,Gerard Moreno,a,2120,FromCorner,2015,LeftFoot,1631,Valencia,Espanyol,2,1,2016-02-13 23:30:00,,Rebound
89716,89,MissedShots,1.02925,0.4484399887084961,0.0554913990199565,Gerard Moreno,a,2120,OpenPlay,2015,LeftFoot,1631,Valencia,Espanyol,2,1,2016-02-13 23:30:00,Víctor Sánchez,Cross
89985,73,SavedShot,0.9544999999999999,0.36556001129150384,0.0803567990660667,Gerard Moreno,h,2120,OpenPlay,2015,RightFoot,1641,Espanyol,Deportivo La Coruna,1,0,2016-02-20 21:15:00,,None
89992,84,SavedShot,1.049950035095215,0.29156001129150394,0.378163993358612,Gerard Moreno,h,2120,OpenPlay,2015,RightFoot,1641,Espanyol,Deportivo La Coruna,1,0,2016-02-20 21:15:00,Marco Asensio,Throughball
